Latitude,Longitude,Timestamp,geometry,matched_road
22.2942056,73.3622754,2024-08-30T08:57:21.455Z,POINT (73.3622754 22.2942056),POINT (73.2926488 22.2935934)
22.2934861,73.3621748,2024-08-30T09:23:17.304Z,POINT (73.3621748 22.2934861),POINT (73.2926488 22.2935934)
22.2934691,73.362189,2024-08-30T09:23:19.273Z,POINT (73.362189 22.2934691),POINT (73.2926488 22.2935934)
22.2934698,73.3621899,2024-08-30T09:23:21.428Z,POINT (73.3621899 22.2934698),POINT (73.2926488 22.2935934)
22.2934713,73.3621902,2024-08-30T09:23:24.887Z,POINT (73.3621902 22.2934713),POINT (73.2926488 22.2935934)
22.293479,73.3621774,2024-08-30T09:23:28.420Z,POINT (73.3621774 22.293479),POINT (73.2926488 22.2935934)
22.2934799,73.3621712,2024-08-30T09:23:33.163Z,POINT (73.3621712 22.2934799),POINT (73.2926488 22.2935934)
22.293482,73.3621759,2024-08-30T09:23:36.048Z,POINT (73.3621759 22.293482),POINT (73.2926488 22.2935934)
22.2934553,73.3621773,2024-08-30T09:23:41.246Z,POINT (73.3621773 22.2934553),POINT (73.2926488 22.2935934)
22.2934376,73.3621737,2024-08-30T09:23:46.105Z,POINT (73.3621737 22.2934376),POINT (73.2926488 22.2935934)
22.2929659,73.3625617,2024-08-30T09:23:56.263Z,POINT (73.3625617 22.2929659),POINT (73.2926488 22.2935934)
22.2929288,73.3626308,2024-08-30T09:23:56.323Z,POINT (73.3626308 22.2929288),POINT (73.2926488 22.2935934)
22.2929267,73.3626396,2024-08-30T09:23:56.421Z,POINT (73.3626396 22.2929267),POINT (73.2926488 22.2935934)
22.2928828,73.3630496,2024-08-30T09:24:03.233Z,POINT (73.3630496 22.2928828),POINT (73.2926488 22.2935934)
22.292879,73.3631106,2024-08-30T09:24:06.191Z,POINT (73.3631106 22.292879),POINT (73.2926488 22.2935934)
22.2920192,73.3635113,2024-08-30T09:25:08.860Z,POINT (73.3635113 22.2920192),POINT (73.2926488 22.2935934)
22.2916117,73.3641417,2024-08-30T09:26:24.697Z,POINT (73.3641417 22.2916117),POINT (73.2926488 22.2935934)
22.2912149,73.3640242,2024-08-30T09:26:27.715Z,POINT (73.3640242 22.2912149),POINT (73.2926488 22.2935934)
22.2912075,73.364025,2024-08-30T09:26:29.926Z,POINT (73.364025 22.2912075),POINT (73.2926488 22.2935934)
22.2888717,73.362565,2024-08-30T09:26:32.602Z,POINT (73.362565 22.2888717),POINT (73.2926488 22.2935934)
22.2884605,73.3626861,2024-08-30T09:26:36.858Z,POINT (73.3626861 22.2884605),POINT (73.2926488 22.2935934)
22.2884562,73.3626873,2024-08-30T09:26:39.016Z,POINT (73.3626873 22.2884562),POINT (73.2926488 22.2935934)
22.2884664,73.3627434,2024-08-30T09:26:41.793Z,POINT (73.3627434 22.2884664),POINT (73.2926488 22.2935934)
22.2884481,73.3627266,2024-08-30T09:26:45.499Z,POINT (73.3627266 22.2884481),POINT (73.2926488 22.2935934)
22.2884479,73.3627264,2024-08-30T09:26:48.656Z,POINT (73.3627264 22.2884479),POINT (73.2926488 22.2935934)
22.2884582,73.3627447,2024-08-30T09:26:51.379Z,POINT (73.3627447 22.2884582),POINT (73.2926488 22.2935934)
22.2884582,73.3627448,2024-08-30T09:26:53.692Z,POINT (73.3627448 22.2884582),POINT (73.2926488 22.2935934)
22.2884815,73.362773,2024-08-30T09:26:57.839Z,POINT (73.362773 22.2884815),POINT (73.2926488 22.2935934)
22.2884817,73.362773,2024-08-30T09:27:01.817Z,POINT (73.362773 22.2884817),POINT (73.2926488 22.2935934)
22.2877558,73.3630939,2024-08-30T09:27:09.182Z,POINT (73.3630939 22.2877558),POINT (73.2926488 22.2935934)
22.2878499,73.3632765,2024-08-30T09:27:15.394Z,POINT (73.3632765 22.2878499),POINT (73.2926488 22.2935934)
22.2878539,73.3632787,2024-08-30T09:27:16.019Z,POINT (73.3632787 22.2878539),POINT (73.2926488 22.2935934)
22.2887833,73.3593033,2024-08-30T09:28:22.485Z,POINT (73.3593033 22.2887833),POINT (73.2926488 22.2935934)
22.2873462,73.3559185,2024-08-30T09:28:22.565Z,POINT (73.3559185 22.2873462),POINT (73.2926488 22.2935934)
22.2873433,73.3558224,2024-08-30T09:28:24.537Z,POINT (73.3558224 22.2873433),POINT (73.2926488 22.2935934)
22.2871467,73.3497333,2024-08-30T09:29:14.823Z,POINT (73.3497333 22.2871467),POINT (73.2926488 22.2935934)
22.2871657,73.3495025,2024-08-30T09:29:18.898Z,POINT (73.3495025 22.2871657),POINT (73.2926488 22.2935934)
22.2870693,73.348975,2024-08-30T09:29:21.909Z,POINT (73.348975 22.2870693),POINT (73.2926488 22.2935934)
22.2884083,73.3408053,2024-08-30T09:30:25.442Z,POINT (73.3408053 22.2884083),POINT (73.2926488 22.2935934)
22.2887648,73.3407595,2024-08-30T09:30:25.503Z,POINT (73.3407595 22.2887648),POINT (73.2926488 22.2935934)
22.2932302,73.2900772,2024-08-30T09:38:19.493Z,POINT (73.2900772 22.2932302),POINT (73.29009676042591 22.293123371085507)
22.2932345,73.2896624,2024-08-30T09:38:19.554Z,POINT (73.2896624 22.2932345),POINT (73.28969617761211 22.293050024178577)
22.293631,73.2888919,2024-08-30T09:38:26.620Z,POINT (73.2888919 22.293631),POINT (73.28902091564288 22.292926383385446)
22.2936118,73.2886161,2024-08-30T09:38:28.950Z,POINT (73.2886161 22.2936118),POINT (73.28875066062577 22.29287689956111)
22.2926836,73.2874918,2024-08-30T09:38:33.016Z,POINT (73.2874918 22.2926836),POINT (73.28749839011152 22.292647608224343)
22.2926719,73.2874883,2024-08-30T09:38:35.957Z,POINT (73.2874883 22.2926719),POINT (73.28749293086153 22.292646608633028)
22.2925534,73.2878105,2024-08-30T09:38:38.225Z,POINT (73.2878105 22.2925534),POINT (73.28779221493085 22.292656936259462)
22.2925945,73.2877186,2024-08-30T09:38:40.612Z,POINT (73.2877186 22.2925945),POINT (73.28771013349359 22.292642440229137)
22.2925976,73.2877168,2024-08-30T09:38:43.094Z,POINT (73.2877168 22.2925976),POINT (73.28770891885449 22.292642225717234)
22.2924655,73.2863255,2024-08-30T09:38:46.590Z,POINT (73.2863255 22.2924655),POINT (73.28632903661843 22.292442728216745)
22.2924885,73.2861423,2024-08-30T09:38:48.595Z,POINT (73.2861423 22.2924885),POINT (73.28615363931243 22.292415487779074)
22.2925019,73.2859963,2024-08-30T09:38:51.048Z,POINT (73.2859963 22.2925019),POINT (73.28601311003229 22.29239366259154)
22.2925396,73.2854993,2024-08-30T09:38:54.302Z,POINT (73.2854993 22.2925396),POINT (73.2854972846028 22.29233444284614)
22.2922108,73.2859915,2024-08-30T09:38:57.565Z,POINT (73.2859915 22.2922108),POINT (73.28596955764979 22.292335045024384)
22.2922034,73.2860104,2024-08-30T09:39:00.221Z,POINT (73.2860104 22.2922034),POINT (73.28598661864561 22.292338058089467)
22.2927283,73.2854006,2024-08-30T09:39:03.084Z,POINT (73.2854006 22.2927283),POINT (73.2853967405783 22.292335430557955)
22.2927146,73.2852417,2024-08-30T09:39:06.142Z,POINT (73.2852417 22.2927146),POINT (73.28523799048276 22.29233699006729)
22.2927144,73.2852392,2024-08-30T09:39:08.855Z,POINT (73.2852392 22.2927144),POINT (73.28523549268856 22.29233701460481)
22.2923967,73.282395,2024-08-30T09:39:17.389Z,POINT (73.282395 22.2923967),POINT (73.28239468782078 22.292364921748433)
22.292415,73.2822001,2024-08-30T09:39:17.438Z,POINT (73.2822001 22.292415),POINT (73.28219962687182 22.292366837963794)
22.2922892,73.2818916,2024-08-30T09:39:19.956Z,POINT (73.2818916 22.2922892),POINT (73.28189164243975 22.292292844022526)
22.2922792,73.2818707,2024-08-30T09:39:22.583Z,POINT (73.2818707 22.2922792),POINT (73.28187086172244 22.292293086043113)
22.2922791,73.2818704,2024-08-30T09:39:23.948Z,POINT (73.2818704 22.2922791),POINT (73.28187056292761 22.292293089523)
22.2922832,73.2817175,2024-08-30T09:39:27.540Z,POINT (73.2817175 22.2922832),POINT (73.28171763592017 22.292294870572402)
22.2922833,73.2817173,2024-08-30T09:39:31.087Z,POINT (73.2817173 22.2922833),POINT (73.28171743478282 22.29229487291493)
22.2923515,73.2815455,2024-08-30T09:40:15.871Z,POINT (73.2815455 22.2923515),POINT (73.28154571378077 22.292373261793447)
22.2923354,73.2773815,2024-08-30T09:40:17.414Z,POINT (73.2773815 22.2923354),POINT (73.27738161611 22.292345369602184)
22.2923417,73.2772662,2024-08-30T09:40:20.894Z,POINT (73.2772662 22.2923417),POINT (73.27726625838463 22.292346713104628)
22.2930163,73.2760847,2024-08-30T09:40:23.766Z,POINT (73.2760847 22.2930163),POINT (73.27607891057328 22.292426965891185)
22.2930412,73.2760713,2024-08-30T09:40:26.028Z,POINT (73.2760713 22.2930412),POINT (73.27606526728042 22.29242709991846)
22.2928428,73.275939,2024-08-30T09:41:00.959Z,POINT (73.275939 22.2928428),POINT (73.27592237273768 22.29243226250145)
22.2926688,73.2730974,2024-08-30T09:41:02.405Z,POINT (73.2730974 22.2926688),POINT (73.27309253841432 22.292542725252538)
22.2926074,73.2730963,2024-08-30T09:41:05.270Z,POINT (73.2730963 22.2926074),POINT (73.27309380418602 22.29254267644294)
22.2926062,73.2730965,2024-08-30T09:41:09.343Z,POINT (73.2730965 22.2926062),POINT (73.27309405009372 22.29254266696046)
22.2926216,73.2727661,2024-08-30T09:41:13.574Z,POINT (73.2727661 22.2926216),POINT (73.27276354823971 22.292555408167143)
22.2919631,73.272388,2024-08-30T09:41:18.134Z,POINT (73.272388 22.2919631),POINT (73.27240265417345 22.292241748014426)
22.2919633,73.2723719,2024-08-30T09:41:20.212Z,POINT (73.2723719 22.2919633),POINT (73.27238658808993 22.29224259293405)
22.2920988,73.2715749,2024-08-30T09:44:10.384Z,POINT (73.2715749 22.2920988),POINT (73.2718084 22.292273)
22.2965235,73.2542441,2024-08-30T09:44:13.110Z,POINT (73.2542441 22.2965235),POINT (73.25423724608369 22.296500069068887)
22.2964091,73.2540113,2024-08-30T09:44:14.920Z,POINT (73.2540113 22.2964091),POINT (73.2540536217832 22.296553782068234)
22.2965469,73.2535685,2024-08-30T09:44:19.610Z,POINT (73.2535685 22.2965469),POINT (73.2540498 22.2965549)
22.2965511,73.2535691,2024-08-30T09:44:22.668Z,POINT (73.2535691 22.2965511),POINT (73.2540498 22.2965549)
22.2970103,73.2530829,2024-08-30T09:44:30.310Z,POINT (73.2530829 22.2970103),POINT (73.2540498 22.2965549)
22.2970731,73.253027,2024-08-30T09:44:37.970Z,POINT (73.253027 22.2970731),POINT (73.2540498 22.2965549)
22.2971532,73.253264,2024-08-30T09:44:44.362Z,POINT (73.253264 22.2971532),POINT (73.2540498 22.2965549)
22.3500772,73.2353119,2024-08-30T09:53:31.035Z,POINT (73.2353119 22.3500772),POINT (73.2541159 22.2966046)
22.3501412,73.2351204,2024-08-30T09:53:39.030Z,POINT (73.2351204 22.3501412),POINT (73.2541159 22.2966046)
22.3503362,73.2344869,2024-08-30T09:53:45.667Z,POINT (73.2344869 22.3503362),POINT (73.2541159 22.2966046)
22.3502571,73.2347048,2024-08-30T09:53:48.440Z,POINT (73.2347048 22.3502571),POINT (73.2541159 22.2966046)
22.3501656,73.2349766,2024-08-30T09:53:50.964Z,POINT (73.2349766 22.3501656),POINT (73.2541159 22.2966046)
22.3501617,73.2349902,2024-08-30T09:53:52.464Z,POINT (73.2349902 22.3501617),POINT (73.2541159 22.2966046)
22.3500239,73.2346177,2024-08-30T09:53:55.748Z,POINT (73.2346177 22.3500239),POINT (73.2541159 22.2966046)
22.3499143,73.2342556,2024-08-30T09:53:59.562Z,POINT (73.2342556 22.3499143),POINT (73.2541159 22.2966046)
22.349953,73.2339471,2024-08-30T09:54:02.563Z,POINT (73.2339471 22.349953),POINT (73.2541159 22.2966046)
22.3499519,73.2339343,2024-08-30T09:54:04.706Z,POINT (73.2339343 22.3499519),POINT (73.2541159 22.2966046)
22.3500139,73.233601,2024-08-30T09:54:07.638Z,POINT (73.233601 22.3500139),POINT (73.2541159 22.2966046)
22.3500238,73.2335976,2024-08-30T09:54:10.886Z,POINT (73.2335976 22.3500238),POINT (73.2541159 22.2966046)
22.3500693,73.2334256,2024-08-30T09:54:13.810Z,POINT (73.2334256 22.3500693),POINT (73.2541159 22.2966046)
22.3505304,73.2326631,2024-08-30T09:54:16.014Z,POINT (73.2326631 22.3505304),POINT (73.2541159 22.2966046)
22.3506191,73.2326028,2024-08-30T09:54:17.534Z,POINT (73.2326028 22.3506191),POINT (73.2541159 22.2966046)
22.3510244,73.2315308,2024-08-30T09:54:21.743Z,POINT (73.2315308 22.3510244),POINT (73.2541159 22.2966046)
22.3510638,73.2314865,2024-08-30T09:54:24.473Z,POINT (73.2314865 22.3510638),POINT (73.2541159 22.2966046)
22.3510259,73.2309522,2024-08-30T09:54:26.290Z,POINT (73.2309522 22.3510259),POINT (73.2541159 22.2966046)
22.3507309,73.2304275,2024-08-30T09:54:29.313Z,POINT (73.2304275 22.3507309),POINT (73.2541159 22.2966046)
22.3507066,73.2304083,2024-08-30T09:54:31.599Z,POINT (73.2304083 22.3507066),POINT (73.2541159 22.2966046)
22.3505848,73.2300374,2024-08-30T09:54:34.248Z,POINT (73.2300374 22.3505848),POINT (73.2541159 22.2966046)
22.3505474,73.2298613,2024-08-30T09:54:36.777Z,POINT (73.2298613 22.3505474),POINT (73.2541159 22.2966046)
22.3505371,73.2298574,2024-08-30T09:54:37.846Z,POINT (73.2298574 22.3505371),POINT (73.2541159 22.2966046)
22.3506691,73.228848,2024-08-30T09:54:40.503Z,POINT (73.228848 22.3506691),POINT (73.2541159 22.2966046)
22.350679,73.2283999,2024-08-30T09:54:44.223Z,POINT (73.2283999 22.350679),POINT (73.2541159 22.2966046)
22.3506812,73.2283911,2024-08-30T09:54:46.458Z,POINT (73.2283911 22.3506812),POINT (73.2541159 22.2966046)
22.350557,73.2280296,2024-08-30T09:54:50.210Z,POINT (73.2280296 22.350557),POINT (73.2541159 22.2966046)
22.3505512,73.2280114,2024-08-30T09:54:52.442Z,POINT (73.2280114 22.3505512),POINT (73.2541159 22.2966046)
22.3498821,73.2270477,2024-08-30T09:54:55.246Z,POINT (73.2270477 22.3498821),POINT (73.2541159 22.2966046)
22.3493353,73.2270304,2024-08-30T09:54:57.786Z,POINT (73.2270304 22.3493353),POINT (73.2541159 22.2966046)
22.3492536,73.2270351,2024-08-30T09:55:00.318Z,POINT (73.2270351 22.3492536),POINT (73.2541159 22.2966046)
22.3490545,73.2265948,2024-08-30T09:55:04.600Z,POINT (73.2265948 22.3490545),POINT (73.2541159 22.2966046)
22.349041,73.226581,2024-08-30T09:55:06.847Z,POINT (73.226581 22.349041),POINT (73.2541159 22.2966046)
22.3489841,73.2263908,2024-08-30T09:55:10.224Z,POINT (73.2263908 22.3489841),POINT (73.2541159 22.2966046)
22.3489741,73.2263836,2024-08-30T09:55:12.020Z,POINT (73.2263836 22.3489741),POINT (73.2541159 22.2966046)
22.3486204,73.2258199,2024-08-30T09:55:16.692Z,POINT (73.2258199 22.3486204),POINT (73.2541159 22.2966046)
22.3485983,73.2258036,2024-08-30T09:55:17.760Z,POINT (73.2258036 22.3485983),POINT (73.2541159 22.2966046)
22.348603,73.2248561,2024-08-30T09:55:25.126Z,POINT (73.2248561 22.348603),POINT (73.2541159 22.2966046)
22.3485701,73.2247058,2024-08-30T09:55:25.254Z,POINT (73.2247058 22.3485701),POINT (73.2541159 22.2966046)
22.3480453,73.2244788,2024-08-30T09:55:28.385Z,POINT (73.2244788 22.3480453),POINT (73.2541159 22.2966046)
22.3478922,73.2243353,2024-08-30T09:55:30.842Z,POINT (73.2243353 22.3478922),POINT (73.2541159 22.2966046)
22.3485025,73.2235128,2024-08-30T09:55:33.783Z,POINT (73.2235128 22.3485025),POINT (73.2541159 22.2966046)
22.3485005,73.2232368,2024-08-30T09:55:35.826Z,POINT (73.2232368 22.3485005),POINT (73.2541159 22.2966046)
22.3484915,73.2229552,2024-08-30T09:55:38.285Z,POINT (73.2229552 22.3484915),POINT (73.2541159 22.2966046)
22.3476989,73.2225907,2024-08-30T09:55:43.313Z,POINT (73.2225907 22.3476989),POINT (73.2541159 22.2966046)
22.3476594,73.2225859,2024-08-30T09:55:45.658Z,POINT (73.2225859 22.3476594),POINT (73.2541159 22.2966046)
22.3470313,73.2223042,2024-08-30T09:56:01.402Z,POINT (73.2223042 22.3470313),POINT (73.2541159 22.2966046)
22.3454793,73.2213129,2024-08-30T09:56:01.464Z,POINT (73.2213129 22.3454793),POINT (73.2541159 22.2966046)
22.3452048,73.2211728,2024-08-30T09:56:03.697Z,POINT (73.2211728 22.3452048),POINT (73.2541159 22.2966046)
22.3452384,73.2211115,2024-08-30T09:56:06.870Z,POINT (73.2211115 22.3452384),POINT (73.2541159 22.2966046)
22.3454676,73.2209782,2024-08-30T09:56:09.997Z,POINT (73.2209782 22.3454676),POINT (73.2541159 22.2966046)
22.3454165,73.2209765,2024-08-30T09:56:12.510Z,POINT (73.2209765 22.3454165),POINT (73.2541159 22.2966046)
22.3443981,73.2205597,2024-08-30T09:56:17.549Z,POINT (73.2205597 22.3443981),POINT (73.2541159 22.2966046)
22.3442023,73.2205562,2024-08-30T09:56:19.939Z,POINT (73.2205562 22.3442023),POINT (73.2541159 22.2966046)
22.3431417,73.220054,2024-08-30T09:56:24.545Z,POINT (73.220054 22.3431417),POINT (73.2541159 22.2966046)
22.3428738,73.2199917,2024-08-30T09:56:26.911Z,POINT (73.2199917 22.3428738),POINT (73.2541159 22.2966046)
22.3428515,73.2197355,2024-08-30T09:56:29.512Z,POINT (73.2197355 22.3428515),POINT (73.2541159 22.2966046)
22.343644,73.2202733,2024-08-30T09:56:32.738Z,POINT (73.2202733 22.343644),POINT (73.2541159 22.2966046)
22.3437027,73.2202762,2024-08-30T09:56:35.279Z,POINT (73.2202762 22.3437027),POINT (73.2541159 22.2966046)
22.3425187,73.2197504,2024-08-30T09:56:38.845Z,POINT (73.2197504 22.3425187),POINT (73.2541159 22.2966046)
22.3424555,73.2197207,2024-08-30T09:56:41.156Z,POINT (73.2197207 22.3424555),POINT (73.2541159 22.2966046)
22.342382,73.2197205,2024-08-30T09:56:43.307Z,POINT (73.2197205 22.342382),POINT (73.2541159 22.2966046)
22.3424502,73.219714,2024-08-30T09:56:45.932Z,POINT (73.219714 22.3424502),POINT (73.2541159 22.2966046)
22.3424734,73.2197013,2024-08-30T09:56:50.644Z,POINT (73.2197013 22.3424734),POINT (73.2541159 22.2966046)
22.342467,73.2197012,2024-08-30T09:56:52.793Z,POINT (73.2197012 22.342467),POINT (73.2541159 22.2966046)
22.3426288,73.2187411,2024-08-30T09:56:57.421Z,POINT (73.2187411 22.3426288),POINT (73.2540498 22.2965549)
22.3426415,73.2187386,2024-08-30T09:57:00.491Z,POINT (73.2187386 22.3426415),POINT (73.2540498 22.2965549)
22.3427368,73.2183253,2024-08-30T09:57:04.879Z,POINT (73.2183253 22.3427368),POINT (73.2540498 22.2965549)
22.3427471,73.2183237,2024-08-30T09:57:07.299Z,POINT (73.2183237 22.3427471),POINT (73.2540498 22.2965549)
22.3428806,73.2182213,2024-08-30T09:57:10.294Z,POINT (73.2182213 22.3428806),POINT (73.2540498 22.2965549)
22.3428849,73.2181901,2024-08-30T09:57:14.341Z,POINT (73.2181901 22.3428849),POINT (73.2540498 22.2965549)
22.342888,73.2181928,2024-08-30T09:57:17.432Z,POINT (73.2181928 22.342888),POINT (73.2540498 22.2965549)
22.3428876,73.2181903,2024-08-30T09:57:22.255Z,POINT (73.2181903 22.3428876),POINT (73.2540498 22.2965549)
22.3428895,73.2181903,2024-08-30T09:57:24.449Z,POINT (73.2181903 22.3428895),POINT (73.2540498 22.2965549)
22.3429113,73.2181988,2024-08-30T09:57:27.030Z,POINT (73.2181988 22.3429113),POINT (73.2540498 22.2965549)
22.34295,73.2180485,2024-08-30T09:57:31.759Z,POINT (73.2180485 22.34295),POINT (73.2540498 22.2965549)
22.3429617,73.2180117,2024-08-30T09:57:50.923Z,POINT (73.2180117 22.3429617),POINT (73.2540498 22.2965549)
22.3431543,73.2177736,2024-08-30T09:57:56.506Z,POINT (73.2177736 22.3431543),POINT (73.2540498 22.2965549)
22.3431719,73.2177609,2024-08-30T09:57:58.452Z,POINT (73.2177609 22.3431719),POINT (73.2540498 22.2965549)
22.3432523,73.2173641,2024-08-30T09:58:00.632Z,POINT (73.2173641 22.3432523),POINT (73.2540498 22.2965549)
22.3434654,73.2171118,2024-08-30T09:58:04.462Z,POINT (73.2171118 22.3434654),POINT (73.2540498 22.2965549)
22.3434893,73.2171042,2024-08-30T09:58:05.910Z,POINT (73.2171042 22.3434893),POINT (73.2540498 22.2965549)
22.343576,73.2168679,2024-08-30T09:58:10.389Z,POINT (73.2168679 22.343576),POINT (73.2540498 22.2965549)
22.3435941,73.2168655,2024-08-30T09:58:12.690Z,POINT (73.2168655 22.3435941),POINT (73.2540498 22.2965549)
22.3436843,73.2166385,2024-08-30T09:58:16.321Z,POINT (73.2166385 22.3436843),POINT (73.2540498 22.2965549)
22.343694,73.2165208,2024-08-30T09:58:19.225Z,POINT (73.2165208 22.343694),POINT (73.2540498 22.2965549)
22.3437003,73.2165187,2024-08-30T09:58:21.521Z,POINT (73.2165187 22.3437003),POINT (73.2540498 22.2965549)
